sample_id,is_buyer,buy_freq,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,y_buy
7201,0,NA,2,0,0.0833333,0,-56.1199,56,56,0,1,185,2489,0
7202,0,NA,1,0,0,0,0,12,12,0,0,119,308,0
7203,0,NA,2,0,0.0416667,0,-8.775462,8,8,0,1,34,99,0
7204,0,NA,3,0,1.5625,0,-1.475046,2,2,0,1,40,68,0
7205,0,NA,1,0,0,0,0,139,139,0,0,0,670,0
7206,1,1,15,0,12.57143,0,10.81844,0,0,0,1,168,664,0
7207,1,1,18,0,6.019608,0,-75.35281,81,81,0,1,173,551,0
7208,0,NA,1,0,0,0,0,177,177,0,0,178,3476,0
7209,0,NA,1,0,0,0,0,181,181,0,0,134,644,0
7210,0,NA,1,0,0,0,0,28,28,0,0,75,183,0
7211,0,NA,2,0,42.33333,0,0.3678,20,20,0,1,51,199,0
7212,0,NA,1,0,0,0,0,113,113,0,0,1,629,0
7213,0,NA,1,0,0,0,0,143,143,0,0,124,772,0
7214,0,NA,1,0,0,0,0,162,162,0,0,154,2328,0
7215,0,NA,1,0,0,0,0,96,96,0,0,158,867,0
7216,0,NA,1,0,0,0,0,72,72,0,0,51,180,0
7217,0,NA,1,0,0,0,0,132,132,0,0,170,1202,0
7218,0,NA,1,0,0,0,0,45,45,0,0,141,268,0
7219,1,1,6,0,6.325,0,-24.80272,30,30,0,1,182,493,0
7220,0,NA,1,0,0,0,0,71,71,0,0,175,1434,0
7221,0,NA,2,0,0.0833333,0,-6.898183,6,6,0,1,22,70,0
7222,0,NA,1,0,0,0,0,30,30,0,0,27,58,0
7223,1,4,17,33.31944,8.153646,-13.87137,-0.6452637,8,8,1,1,193,2150,0
7224,0,NA,1,0,0,0,0,52,52,0,0,51,101,0
7225,0,NA,1,0,0,0,0,158,158,0,0,166,3689,0
7226,0,NA,1,0,0,0,0,37,37,0,0,27,45,0
7227,0,NA,1,0,0,0,0,38,38,0,0,42,132,0
7228,0,NA,2,0,16,0,-45.69081,53,53,0,1,5,86,0
7229,0,NA,2,0,69.95834,0,14.05125,20,20,0,1,36,97,0
7230,0,NA,1,0,0,0,0,152,152,0,0,172,797,0
7231,0,NA,2,0,0.9166667,0,-127.2341,127,127,0,1,177,3151,0
7232,0,NA,2,0,99.41666,0,6.888054,42,42,0,1,183,1325,0
7233,0,NA,1,0,0,0,0,36,36,0,0,169,1526,0
7234,0,NA,1,0,0,0,0,12,12,0,0,41,249,0
7235,0,NA,1,0,0,0,0,32,32,0,0,38,113,0
7236,0,NA,1,0,0,0,0,65,65,0,0,4,30,0
7237,0,NA,1,0,0,0,0,82,82,0,0,81,385,0
7238,0,NA,2,0,0.0416667,0,-184.3562,184,184,0,1,116,214,0
7239,1,1,1,0,0,0,0,49,49,0,0,24,72,0
7240,1,1,2,0,6.875,0,-78.76701,82,82,0,1,89,330,0
7241,0,NA,1,0,0,0,0,115,115,0,0,79,609,0
7242,0,NA,1,0,0,0,0,45,45,0,0,63,128,0
7243,0,NA,1,0,0,0,0,22,22,0,0,100,279,0
7244,0,NA,1,0,0,0,0,105,105,0,0,114,626,0
7245,0,NA,1,0,0,0,0,18,18,0,0,61,217,0
7246,0,NA,1,0,0,0,0,19,19,0,0,62,1142,0
7247,0,NA,1,0,0,0,0,51,51,0,0,142,436,0
7248,0,NA,1,0,0,0,0,31,31,0,0,16,44,0
7249,0,NA,1,0,0,0,0,54,54,0,0,167,885,0
7250,0,NA,11,0,10.10417,0,0.1284311,9,9,0,1,10,85,0
7251,0,NA,1,0,0,0,0,130,130,0,0,149,682,0
7252,0,NA,1,0,0,0,0,154,154,0,0,136,947,0
7253,0,NA,1,0,0,0,0,157,157,0,0,39,103,0
7254,0,NA,1,0,0,0,0,8,8,0,0,179,1895,0
7255,0,NA,2,0,19.25,0,-114.0521,123,123,0,1,170,545,0
7256,0,NA,1,0,0,0,0,10,10,0,0,61,490,0
7257,0,NA,2,0,0.0833333,0,-10.9323,10,10,0,1,37,190,0
7258,0,NA,3,0,0.7916667,0,-27.28936,27,27,0,1,164,646,0
7259,0,NA,1,0,0,0,0,59,59,0,0,133,22,0
7260,0,NA,1,0,0,0,0,7,7,0,0,34,59,0
7261,0,NA,3,0,23.25,0,12.46433,3,3,0,1,36,330,0
7262,0,NA,38,0,3.211712,0,-2.968965,6,6,0,1,12,119,0
7263,0,NA,1,0,0,0,0,12,12,0,0,74,227,0
7264,0,NA,1,0,0,0,0,64,64,0,0,5,17,0
7265,0,NA,2,0,114.125,0,20.49102,36,36,0,1,181,241,0
7266,0,NA,1,0,0,0,0,53,53,0,0,25,75,0
7267,0,NA,1,0,0,0,0,160,160,0,0,158,765,0
7268,0,NA,2,0,1.166667,0,-22.37175,22,22,0,1,27,268,0
7269,0,NA,25,0,6.84375,0,-4.569608,11,11,0,1,91,272,0
7270,0,NA,1,0,0,0,0,17,17,0,0,130,138,0
7271,0,NA,1,0,0,0,0,18,18,0,0,37,64,0
7272,0,NA,1,0,0,0,0,149,149,0,0,135,283,0
7273,0,NA,4,0,25.66667,0,-48.75417,68,68,0,1,0,478,0
7274,0,NA,1,0,0,0,0,20,20,0,0,30,57,0
7275,0,NA,4,0,10.34722,0,-131.7529,139,139,0,1,166,1192,0
7276,0,NA,1,0,0,0,0,9,9,0,0,197,2002,0
7277,0,NA,1,0,0,0,0,85,85,0,0,166,296,0
7278,0,NA,3,0,51.66667,0,-6.320151,40,40,0,1,172,2038,0
7279,0,NA,2,0,46.125,0,22.02307,1,1,0,1,152,702,0
7280,0,NA,1,0,0,0,0,39,39,0,0,119,205,0
7281,0,NA,1,0,0,0,0,43,43,0,0,88,294,0
7282,0,NA,1,0,0,0,0,116,116,0,0,90,2054,0
7283,0,NA,1,0,0,0,0,76,76,0,0,29,114,0
7284,0,NA,1,0,0,0,0,167,167,0,0,46,103,0
7285,0,NA,1,0,0,0,0,36,36,0,0,34,147,0
7286,0,NA,1,0,0,0,0,102,102,0,0,63,207,0
7287,0,NA,2,0,1.291667,0,-2.375346,3,3,0,1,-1,682,0
7288,0,NA,1,0,0,0,0,83,83,0,0,123,308,0
7289,0,NA,1,0,0,0,0,26,26,0,0,13,108,0
7290,0,NA,2,0,4.708333,0,-28.1968,30,30,0,1,15,58,0
7291,0,NA,1,0,0,0,0,3,3,0,0,87,326,0
7292,0,NA,1,0,0,0,0,110,110,0,0,121,321,0
7293,0,NA,1,0,0,0,0,54,54,0,0,169,1876,0
7294,0,NA,1,0,0,0,0,1,1,0,0,23,51,0
7295,0,NA,1,0,0,0,0,11,11,0,0,26,96,0
7296,0,NA,2,0,85.04166,0,-9.308704,51,51,0,1,169,2935,0
7297,0,NA,1,0,0,0,0,49,49,0,0,41,142,0
7298,0,NA,1,0,0,0,0,36,36,0,0,59,202,0
7299,0,NA,9,0,15.1875,0,-50.08646,63,63,0,1,178,6666,0
7300,0,NA,4,0,28.29167,0,-10.18609,31,31,0,1,192,1305,0
7301,0,NA,2,0,11.66667,0,-1.518738,7,7,0,1,108,718,0
7302,0,NA,5,0,21.20833,0,16.90298,0,0,0,1,134,575,0
7303,0,NA,1,0,0,0,0,142,142,0,0,171,1874,0
7304,0,NA,2,0,2.833333,0,-112.8643,114,114,0,1,168,696,0
7305,0,NA,1,0,0,0,0,5,5,0,0,3,13,0
7306,0,NA,1,0,0,0,0,71,71,0,0,83,271,0
7307,0,NA,7,0,12.49306,0,-1.46095,12,12,0,1,55,234,0
7308,0,NA,1,0,0,0,0,71,71,0,0,40,177,0
7309,0,NA,1,0,0,0,0,121,121,0,0,178,621,0
7310,0,NA,1,0,0,0,0,5,5,0,0,36,274,0
7311,0,NA,1,0,0,0,0,8,8,0,0,13,476,0
7312,0,NA,1,0,0,0,0,116,116,0,0,173,845,0
7313,0,NA,1,0,0,0,0,172,172,0,0,168,2995,0
7314,1,4,18,26.54167,7.276961,-25.37276,-20.19798,27,27,1,1,178,1588,0
7315,0,NA,1,0,0,0,0,43,43,0,0,23,181,0
7316,0,NA,1,0,0,0,0,89,89,0,0,23,55,0
7317,0,NA,1,0,0,0,0,97,97,0,0,183,1087,0
7318,0,NA,1,0,0,0,0,98,98,0,0,147,330,0
7319,0,NA,1,0,0,0,0,6,6,0,0,20,320,0
7320,0,NA,1,0,0,0,0,61,61,0,0,43,230,0
7321,0,NA,1,0,0,0,0,37,37,0,0,127,438,0
7322,0,NA,1,0,0,0,0,118,118,0,0,64,223,0
7323,0,NA,1,0,0,0,0,5,5,0,0,12,151,0
7324,0,NA,1,0,0,0,0,128,128,0,0,153,1684,0
7325,0,NA,2,0,8.291667,0,-44.68235,48,48,0,1,121,255,0
7326,0,NA,1,0,0,0,0,43,43,0,0,96,332,0
7327,0,NA,1,0,0,0,0,64,64,0,0,30,105,0
7328,0,NA,1,0,0,0,0,36,36,0,0,75,345,0
7329,0,NA,1,0,0,0,0,110,110,0,0,99,362,0
7330,0,NA,3,0,26.08333,0,-52.55728,69,69,0,1,96,116,0
7331,0,NA,1,0,0,0,0,148,148,0,0,161,377,0
7332,0,NA,1,0,0,0,0,16,16,0,0,56,291,0
7333,0,NA,1,0,0,0,0,5,5,0,0,10,41,0
7334,0,NA,1,0,0,0,0,102,102,0,0,102,374,0
7335,0,NA,1,0,0,0,0,60,60,0,0,153,1937,0
7336,0,NA,1,0,0,0,0,78,78,0,0,56,107,0
7337,0,NA,1,0,0,0,0,102,102,0,0,174,442,0
7338,0,NA,2,0,0.2083333,0,-2.752987,2,2,0,1,110,216,0
7339,0,NA,1,0,0,0,0,27,27,0,0,186,268,0
7340,0,NA,1,0,0,0,0,70,70,0,0,16,102,0
7341,0,NA,1,0,0,0,0,53,53,0,0,73,197,0
7342,0,NA,1,0,0,0,0,5,5,0,0,22,142,0
7343,0,NA,1,0,0,0,0,11,11,0,0,177,1206,0
7344,0,NA,2,0,115.9583,0,1.399792,56,56,0,1,128,938,0
7345,0,NA,2,0,17.875,0,-45.98961,54,54,0,1,164,1046,0
7346,0,NA,1,0,0,0,0,74,74,0,0,65,1242,0
7347,0,NA,1,0,0,0,0,55,55,0,0,175,1109,0
7348,0,NA,1,0,0,0,0,104,104,0,0,177,1951,0
7349,0,NA,1,0,0,0,0,52,52,0,0,100,179,0
7350,0,NA,1,0,0,0,0,61,61,0,0,66,339,0
7351,0,NA,1,0,0,0,0,120,120,0,0,152,3051,0
7352,0,NA,3,0,6.5625,0,-145.3038,149,149,0,1,80,162,0
7353,0,NA,1,0,0,0,0,141,141,0,0,14,59,0
7354,0,NA,1,0,0,0,0,11,11,0,0,44,69,0
7355,0,NA,1,0,0,0,0,64,64,0,0,176,1247,0
7356,0,NA,2,0,0.7916667,0,-103.7517,104,104,0,1,0,2676,0
7357,0,NA,1,0,0,0,0,132,132,0,0,187,2674,0
7358,0,NA,1,0,0,0,0,35,35,0,0,20,56,0
7359,0,NA,1,0,0,0,0,145,145,0,0,101,886,0
7360,0,NA,1,0,0,0,0,22,22,0,0,10,60,0
7361,0,NA,1,0,0,0,0,130,130,0,0,0,10733,0
7362,0,NA,1,0,0,0,0,10,10,0,0,3,29,0
7363,0,NA,2,0,130.875,0,63.4331,2,2,0,1,67,428,0
7364,0,NA,1,0,0,0,0,71,71,0,0,69,174,0
7365,1,1,6,0,5.591667,0,-130.4078,135,135,0,1,157,1604,0
7366,0,NA,2,0,55.95833,0,-29.14573,57,57,0,1,147,2163,0
7367,0,NA,1,0,0,0,0,15,15,0,0,98,918,0
7368,0,NA,1,0,0,0,0,179,179,0,0,158,1298,0
7369,0,NA,3,0,0.5208333,0,-0.7183319,1,1,0,1,0,140,0
7370,0,NA,1,0,0,0,0,137,137,0,0,82,347,0
7371,0,NA,1,0,0,0,0,27,27,0,0,147,286,0
7372,0,NA,1,0,0,0,0,52,52,0,0,47,421,0
7373,0,NA,3,0,0.4166667,0,-34.88411,35,35,0,1,167,452,0
7374,0,NA,1,0,0,0,0,96,96,0,0,59,258,0
7375,0,NA,1,0,0,0,0,9,9,0,0,186,1321,0
7376,0,NA,1,0,0,0,0,3,3,0,0,8,18,0
7377,0,NA,2,0,0.0416667,0,-157.1148,157,157,0,1,35,196,0
7378,0,NA,2,0,60,0,-20.26176,50,50,0,1,125,1696,0
7379,0,NA,1,0,0,0,0,149,149,0,0,76,347,0
7380,0,NA,1,0,0,0,0,69,69,0,0,160,721,0
7381,0,NA,2,0,5.875,0,-109.1833,112,112,0,1,140,347,0
7382,1,2,6,11.16667,2.616667,-29.49881,-30.98492,33,33,1,1,41,136,0
7383,0,NA,1,0,0,0,0,0,0,0,0,-1,420,0
7384,0,NA,1,0,0,0,0,52,52,0,0,42,98,0
7385,0,NA,1,0,0,0,0,83,83,0,0,81,334,0
7386,0,NA,1,0,0,0,0,25,25,0,0,68,254,0
7387,0,NA,1,0,0,0,0,58,58,0,0,15,57,0
7388,0,NA,1,0,0,0,0,0,0,0,0,173,440,0
7389,0,NA,1,0,0,0,0,11,11,0,0,17,34,0
7390,0,NA,1,0,0,0,0,22,22,0,0,156,639,0
7391,0,NA,1,0,0,0,0,116,116,0,0,162,1667,0
7392,0,NA,2,0,43.25,0,10.80195,10,10,0,1,16,43,0
7393,0,NA,1,0,0,0,0,176,176,0,0,39,180,0
7394,0,NA,1,0,0,0,0,52,52,0,0,-1,117,0
7395,0,NA,1,0,0,0,0,92,92,0,0,84,445,0
7396,0,NA,1,0,0,0,0,125,125,0,0,35,124,0
7397,0,NA,1,0,0,0,0,147,147,0,0,140,313,0
7398,0,NA,1,0,0,0,0,2,2,0,0,24,53,0
7399,0,NA,1,0,0,0,0,49,49,0,0,87,211,0
7400,0,NA,3,0,19.60417,0,-16.01506,29,29,0,1,149,282,0
7401,0,NA,1,0,0,0,0,2,2,0,0,26,73,0
7402,0,NA,1,0,0,0,0,99,99,0,0,115,622,0
7403,0,NA,1,0,0,0,0,88,88,0,0,40,470,0
7404,0,NA,1,0,0,0,0,89,89,0,0,73,349,0
7405,0,NA,1,0,0,0,0,9,9,0,0,97,354,0
7406,0,NA,2,0,1.958333,0,-1.093946,2,2,0,1,57,140,0
7407,0,NA,1,0,0,0,0,14,14,0,0,3,9,0
7408,0,NA,1,0,0,0,0,1,1,0,0,21,98,0
7409,0,NA,1,0,0,0,0,25,25,0,0,45,917,0
7410,0,NA,3,0,83.25,0,47.87962,7,7,0,1,157,930,0
7411,0,NA,1,0,0,0,0,9,9,0,0,24,265,0
7412,0,NA,1,0,0,0,0,16,16,0,0,32,179,0
7413,0,NA,1,0,0,0,0,12,12,0,0,4,33,0
7414,0,NA,1,0,0,0,0,164,164,0,0,67,272,0
7415,0,NA,1,0,0,0,0,102,102,0,0,60,138,0
7416,0,NA,1,0,0,0,0,45,45,0,0,12,130,0
7417,0,NA,1,0,0,0,0,93,93,0,0,117,290,0
7418,0,NA,1,0,0,0,0,86,86,0,0,101,345,0
7419,1,1,3,0,66.75,0,13.95534,30,30,0,1,160,916,0
7420,0,NA,1,0,0,0,0,75,75,0,0,160,917,0
7421,0,NA,1,0,0,0,0,90,90,0,0,29,78,0
7422,0,NA,1,0,0,0,0,69,69,0,0,47,142,0
7423,0,NA,2,0,20.83333,0,-3.621204,14,14,0,1,21,102,0
7424,0,NA,1,0,0,0,0,60,60,0,0,162,994,0
7425,0,NA,3,0,30.58333,0,-1.041599,21,21,0,1,53,447,0
7426,0,NA,1,0,0,0,0,157,157,0,0,139,1129,0
7427,0,NA,1,0,0,0,0,49,49,0,0,29,188,0
7428,0,NA,1,0,0,0,0,157,157,0,0,31,94,0
7429,0,NA,1,0,0,0,0,120,120,0,0,97,598,0
7430,0,NA,2,0,0.5416667,0,-19.04881,19,19,0,1,19,73,0
7431,0,NA,1,0,0,0,0,14,14,0,0,7,20,0
7432,0,NA,1,0,0,0,0,1,1,0,0,1,11,0
7433,0,NA,1,0,0,0,0,16,16,0,0,21,55,0
7434,0,NA,1,0,0,0,0,67,67,0,0,136,393,0
7435,0,NA,1,0,0,0,0,97,97,0,0,6,17,0
7436,0,NA,1,0,0,0,0,64,64,0,0,82,209,0
7437,0,NA,1,0,0,0,0,155,155,0,0,44,140,0
7438,0,NA,7,0,10.00694,0,-3.363106,11,11,0,1,77,250,0
7439,0,NA,2,0,37.45833,0,-86.88536,105,105,0,1,108,257,0
7440,0,NA,1,0,0,0,0,88,88,0,0,36,134,0
7441,0,NA,1,0,0,0,0,147,147,0,0,175,590,0
7442,0,NA,1,0,0,0,0,72,72,0,0,125,1279,0
7443,0,NA,1,0,0,0,0,7,7,0,0,13,57,0
7444,0,NA,2,0,43,0,-57.30808,78,78,0,1,138,934,0
7445,0,NA,1,0,0,0,0,44,44,0,0,102,171,0
7446,0,NA,1,0,0,0,0,2,2,0,0,-1,249,0
7447,0,NA,1,0,0,0,0,82,82,0,0,136,720,0
7448,0,NA,1,0,0,0,0,66,66,0,0,175,719,0
7449,0,NA,1,0,0,0,0,139,139,0,0,95,475,0
7450,0,NA,3,0,11.16667,0,-29.26692,36,36,0,1,160,330,0
7451,0,NA,1,0,0,0,0,20,20,0,0,68,161,0
7452,0,NA,10,0,19.1713,0,16.08871,1,1,0,1,155,845,0
7453,0,NA,1,0,0,0,0,116,116,0,0,106,148,0
7454,0,NA,1,0,0,0,0,35,35,0,0,80,220,0
7455,0,NA,1,0,0,0,0,111,111,0,0,90,229,0
7456,0,NA,6,0,3.016667,0,-30.70175,33,33,0,1,29,80,0
7457,0,NA,1,0,0,0,0,91,91,0,0,173,478,0
7458,0,NA,1,0,0,0,0,64,64,0,0,150,2842,0
7459,0,NA,1,0,0,0,0,18,18,0,0,48,62,0
7460,0,NA,1,0,0,0,0,34,34,0,0,103,317,0
7461,0,NA,1,0,0,0,0,127,127,0,0,9,39,0
7462,0,NA,2,0,0.0416667,0,-102.9967,103,103,0,1,114,1935,0
7463,0,NA,1,0,0,0,0,0,0,0,0,16,46,0
7464,0,NA,1,0,0,0,0,164,164,0,0,164,652,0
7465,0,NA,1,0,0,0,0,133,133,0,0,122,711,0
7466,0,NA,1,0,0,0,0,61,61,0,0,77,132,0
7467,0,NA,4,0,16.40278,0,-104.8899,117,117,0,1,155,435,0
7468,0,NA,1,0,0,0,0,172,172,0,0,174,1509,0
7469,0,NA,1,0,0,0,0,78,78,0,0,15,98,0
7470,0,NA,1,0,0,0,0,12,12,0,0,5,14,0
7471,0,NA,3,0,54.47917,0,33.72817,2,2,0,1,179,1394,0
7472,0,NA,1,0,0,0,0,28,28,0,0,138,3531,0
7473,0,NA,1,0,0,0,0,110,110,0,0,17,113,0
7474,0,NA,1,0,0,0,0,41,41,0,0,149,4112,0
7475,0,NA,1,0,0,0,0,2,2,0,0,145,329,0
7476,0,NA,2,0,5.25,0,-4.518588,7,7,0,1,88,180,0
7477,0,NA,1,0,0,0,0,127,127,0,0,154,312,0
7478,0,NA,5,0,44.09375,0,34.03674,1,1,0,1,178,1474,0
7479,0,NA,2,0,2.458333,0,-47.22994,48,48,0,1,170,542,0
7480,0,NA,1,0,0,0,0,52,52,0,0,87,236,0
7481,0,NA,1,0,0,0,0,49,49,0,0,7,88,0
7482,0,NA,3,0,14.47917,0,-144.3022,153,153,0,1,159,6101,0
7483,0,NA,2,0,2.916667,0,-141.032,142,142,0,1,151,320,0
7484,0,NA,1,0,0,0,0,23,23,0,0,63,449,0
7485,0,NA,2,0,0.0416667,0,-7.514642,7,7,0,1,127,944,0
7486,0,NA,2,0,24.125,0,-131.7462,143,143,0,1,135,304,0
7487,0,NA,2,0,0.0416667,0,-11.96005,11,11,0,1,33,48,0
7488,0,NA,2,0,17.08333,0,-51.75345,60,60,0,1,165,840,0
7489,0,NA,20,0,8.214912,0,5.597904,2,2,0,1,153,4114,0
7490,0,NA,1,0,0,0,0,163,163,0,0,143,598,0
7491,0,NA,1,0,0,0,0,79,79,0,0,35,147,0
7492,0,NA,2,0,7.083333,0,-9.688079,13,13,0,1,35,65,0
7493,0,NA,1,0,0,0,0,40,40,0,0,76,260,0
7494,0,NA,1,0,0,0,0,136,136,0,0,42,171,0
7495,0,NA,1,0,0,0,0,18,18,0,0,158,1417,0
7496,0,NA,5,0,1.8125,0,-38.40145,39,39,0,1,22,76,0
7497,0,NA,17,0,8.414063,0,-9.44169,17,17,0,1,167,2471,0
7498,0,NA,2,0,111.9167,0,9.81603,46,46,0,1,145,6346,0
7499,0,NA,1,0,0,0,0,171,171,0,0,173,2548,0
7500,0,NA,1,0,0,0,0,155,155,0,0,66,153,0
7501,0,NA,1,0,0,0,0,65,65,0,0,116,546,0
7502,0,NA,1,0,0,0,0,7,7,0,0,88,396,0
7503,0,NA,23,0,5.666667,0,-52.74177,58,58,0,1,60,1367,0
7504,0,NA,2,0,63.95833,0,-78.18708,110,110,0,1,22,96,0
7505,0,NA,1,0,0,0,0,120,120,0,0,133,278,0
7506,0,NA,4,0,5.611111,0,-47.83119,52,52,0,1,48,109,0
7507,0,NA,1,0,0,0,0,26,26,0,0,80,182,0
7508,0,NA,1,0,0,0,0,18,18,0,0,61,432,0
7509,0,NA,1,0,0,0,0,107,107,0,0,15,192,0
7510,0,NA,5,0,0.78125,0,-1.371875,1,1,0,1,86,167,0
7511,0,NA,1,0,0,0,0,132,132,0,0,27,137,0
7512,0,NA,2,0,9.916667,0,-122.2715,127,127,0,1,166,1035,0
7513,0,NA,1,0,0,0,0,97,97,0,0,179,637,0
7514,0,NA,1,0,0,0,0,84,84,0,0,186,2203,0
7515,0,NA,2,0,0.0416667,0,-42.46969,42,42,0,1,173,3094,0
7516,0,NA,1,0,0,0,0,1,1,0,0,95,1368,0
7517,0,NA,1,0,0,0,0,2,2,0,0,7,46,0
7518,0,NA,2,0,22.08333,0,-40.98699,52,52,0,1,189,275,0
7519,1,1,0,0,0,0,0,0,0,0,0,52,80,0
7520,0,NA,1,0,0,0,0,17,17,0,0,161,1439,0
7521,0,NA,1,0,0,0,0,163,163,0,0,141,225,0
7522,0,NA,1,0,0,0,0,53,53,0,0,93,173,0
7523,0,NA,1,0,0,0,0,50,50,0,0,149,1750,0
7524,0,NA,5,0,11.41667,0,-25.12304,34,34,0,1,16,19,0
7525,0,NA,1,0,0,0,0,105,105,0,0,44,122,0
7526,0,NA,12,0,4.32197,0,-22.35617,26,26,0,1,144,209,0
7527,0,NA,2,0,32.125,0,-54.83435,70,70,0,1,162,542,0
7528,0,NA,1,0,0,0,0,6,6,0,0,23,71,0
7529,0,NA,2,0,0.0416667,0,-57.78134,57,57,0,1,183,433,0
7530,0,NA,1,0,0,0,0,5,5,0,0,162,2918,0
7531,0,NA,1,0,0,0,0,19,19,0,0,62,197,0
7532,0,NA,2,0,54.54167,0,-69.21787,96,96,0,1,57,184,0
7533,0,NA,1,0,0,0,0,97,97,0,0,12,173,0
7534,0,NA,6,0,6.641667,0,4.525197,1,1,0,1,55,269,0
7535,0,NA,1,0,0,0,0,175,175,0,0,158,4743,0
7536,0,NA,1,0,0,0,0,71,71,0,0,97,163,0
7537,0,NA,3,0,58.75,0,11.92836,27,27,0,1,160,2065,0
7538,0,NA,4,0,8.305555,0,-56.77362,63,63,0,1,54,131,0
7539,0,NA,2,0,47.16667,0,20.46545,3,3,0,1,98,880,0
7540,0,NA,2,0,0.1666667,0,-27.02426,27,27,0,1,65,196,0
7541,0,NA,1,0,0,0,0,48,48,0,0,14,140,0
7542,0,NA,1,0,0,0,0,118,118,0,0,14,60,0
7543,0,NA,3,0,38.39583,0,11.22315,14,14,0,1,-1,15,0
7544,0,NA,1,0,0,0,0,2,2,0,0,164,3960,0
7545,0,NA,1,0,0,0,0,1,1,0,0,3,52,0
7546,0,NA,1,0,0,0,0,92,92,0,0,3,49,0
7547,0,NA,2,0,34.875,0,9.07595,8,8,0,1,170,1060,0
7548,0,NA,1,0,0,0,0,73,73,0,0,74,388,0
7549,0,NA,1,0,0,0,0,123,123,0,0,175,2294,0
7550,0,NA,1,0,0,0,0,1,1,0,0,38,1606,0
7551,0,NA,1,0,0,0,0,7,7,0,0,50,120,0
7552,0,NA,2,0,16.95833,0,-128.2186,136,136,0,1,100,847,0
7553,0,NA,1,0,0,0,0,41,41,0,0,107,114,0
7554,0,NA,1,0,0,0,0,6,6,0,0,101,173,0
7555,0,NA,1,0,0,0,0,142,142,0,0,67,285,0
7556,0,NA,1,0,0,0,0,37,37,0,0,121,297,0
7557,0,NA,1,0,0,0,0,3,3,0,0,19,45,0
7558,0,NA,2,0,39.08333,0,-66.47453,86,86,0,1,13,272,0
7559,0,NA,2,0,33.04167,0,-45.54164,62,62,0,1,171,3437,0
7560,0,NA,1,0,0,0,0,15,15,0,0,7,18,0
7561,0,NA,1,0,0,0,0,21,21,0,0,25,168,0
7562,0,NA,1,0,0,0,0,42,42,0,0,0,512,0
7563,0,NA,1,0,0,0,0,82,82,0,0,51,932,0
7564,0,NA,1,0,0,0,0,114,114,0,0,156,498,0
7565,0,NA,1,0,0,0,0,34,34,0,0,63,161,0
7566,0,NA,3,0,51.52083,0,-26.15967,60,60,0,1,64,233,0
7567,0,NA,1,0,0,0,0,105,105,0,0,167,249,0
7568,0,NA,1,0,0,0,0,27,27,0,0,40,840,0
7569,0,NA,2,0,0.0416667,0,-145.2157,145,145,0,1,161,4719,0
7570,0,NA,1,0,0,0,0,12,12,0,0,44,531,0
7571,0,NA,3,0,10.41667,0,-51.66938,58,58,0,1,15,148,0
7572,0,NA,1,0,0,0,0,112,112,0,0,105,390,0
7573,0,NA,2,0,27.95833,0,-59.15686,73,73,0,1,120,672,0
7574,0,NA,1,0,0,0,0,94,94,0,0,82,515,0
7575,0,NA,1,0,0,0,0,141,141,0,0,1,490,0
7576,0,NA,1,0,0,0,0,69,69,0,0,9,86,0
7577,0,NA,5,0,2.71875,0,-87.69318,89,89,0,1,115,360,0
7578,0,NA,5,0,16.30208,0,6.495762,6,6,0,1,143,938,0
7579,0,NA,1,0,0,0,0,51,51,0,0,66,195,0
7580,0,NA,2,0,18.75,0,-52.7422,62,62,0,1,168,1409,0
7581,0,NA,1,0,0,0,0,152,152,0,0,169,838,0
7582,0,NA,1,0,0,0,0,25,25,0,0,18,46,0
7583,0,NA,1,0,0,0,0,118,118,0,0,51,207,0
7584,0,NA,1,0,0,0,0,112,112,0,0,145,2617,0
7585,0,NA,1,0,0,0,0,129,129,0,0,185,1363,0
7586,0,NA,1,0,0,0,0,50,50,0,0,19,100,0
7587,0,NA,1,0,0,0,0,58,58,0,0,32,96,0
7588,0,NA,3,0,36.52083,0,-33.90904,58,58,0,1,159,361,0
7589,0,NA,1,0,0,0,0,57,57,0,0,176,672,0
7590,0,NA,1,0,0,0,0,119,119,0,0,97,484,0
7591,0,NA,1,0,0,0,0,47,47,0,0,84,353,0
7592,0,NA,1,0,0,0,0,165,165,0,0,2,71,0
7593,0,NA,1,0,0,0,0,71,71,0,0,17,56,0
7594,0,NA,1,0,0,0,0,116,116,0,0,15,95,0
7595,0,NA,1,0,0,0,0,65,65,0,0,172,872,0
7596,0,NA,1,0,0,0,0,136,136,0,0,185,2341,0
7597,0,NA,1,0,0,0,0,1,1,0,0,28,106,0
7598,0,NA,1,0,0,0,0,24,24,0,0,88,398,0
7599,0,NA,1,0,0,0,0,82,82,0,0,23,108,0
7600,0,NA,1,0,0,0,0,68,68,0,0,70,155,0
7601,0,NA,19,0,9.576389,0,6.522877,2,2,0,1,64,469,0
7602,0,NA,8,0,11.57143,0,-23.73904,33,33,0,1,196,980,0
7603,0,NA,2,0,42.125,0,-27.06057,48,48,0,1,121,431,0
7604,0,NA,2,0,0.0416667,0,-107.1852,107,107,0,1,141,227,0
7605,0,NA,1,0,0,0,0,42,42,0,0,186,698,0
7606,0,NA,1,0,0,0,0,178,178,0,0,135,386,0
